whitePixels,blobDiameter,nBlobs,diagnostic
138,20.512300729751587,4,0
167,30.364471435546875,4,0
328,18.42326831817627,3,0
561,50.86586093902588,4,1
237,28.608702898025513,4,1
264,42.17685127258301,4,1
273,43.56289291381836,4,1
296,41.377410888671875,4,1
173,36.337218284606934,4,1
290,42.86716938018799,4,1
245,34.142282485961914,3,1
121,21.05847430229187,3,1
534,57.3156213760376,4,1
278,26.782608032226562,4,1
204,37.327115535736084,4,1
538,57.925283432006836,4,1
212,35.46006655693054,4,1
192,25.22740077972412,3,1
531,46.034069776535034,4,1
257,38.315547943115234,4,1
175,34.10469627380371,4,1
622,51.38759160041809,4,1
267,40.96226119995117,4,1
145,27.36521005630493,4,1
622,51.38759160041809,4,1
265,40.898919105529785,4,1
145,27.36521005630493,4,1
595,60.53151607513428,4,1
245,38.19710874557495,4,1
110,24.37859058380127,3,1
336,45.48864555358887,4,1
261,37.91369390487671,4,1
165,31.024538278579712,4,1
398,49.062408447265625,4,1
229,13.190987586975098,3,1
182,33.194424629211426,4,1
463,53.40922451019287,4,0
445,43.98253059387207,4,0
383,43.69533896446228,4,0
466,43.51346230506897,4,1
333,38.17172169685364,4,1
266,35.7740318775177,4,1
491,38.902387619018555,4,1
326,46.900919914245605,4,1
243,41.34036064147949,4,1
227,33.02255344390869,4,1
300,44.79482364654541,4,1
332,47.45956802368164,4,1
541,57.79506492614746,4,1
131,27.63471555709839,4,1
112,23.871755123138428,4,1
409,51.03184413909912,4,1
199,33.044716596603394,4,1
191,32.128246545791626,4,1
587,50.898136615753174,4,1
198,28.59185266494751,4,1
59,17.448165893554688,3,1
371,44.13937997817993,4,1
192,34.36123085021973,4,1
73,18.04665184020996,3,1
396,29.494879484176636,4,1
339,39.424365282058716,4,1
394,39.888614892959595,4,1
472,46.39122128486633,4,1
251,36.31525635719299,4,1
203,38.45302963256836,4,1
315,32.93156433105469,3,1
281,43.70300769805908,4,1
315,38.99922704696655,4,1
483,47.436545848846436,4,1
443,28.481668949127197,4,1
312,38.968106269836426,4,1
352,43.23435688018799,4,1
197,22.23384690284729,3,1
129,24.54211449623108,4,1
336,45.87932777404785,4,1
280,39.26796579360962,4,1
145,31.114827632904053,4,1
332,35.913628578186035,3,1
270,41.859639167785645,4,1
154,31.548194885253906,4,1
291,33.52700448036194,4,1
250,37.4886679649353,4,1
174,35.14455318450928,4,1
306,44.818023681640625,4,1
267,37.11812734603882,4,1
158,28.129055738449097,4,1
585,59.48215579986572,4,1
241,36.51523947715759,4,1
75,19.563479900360107,3,1
592,53.60537576675415,4,1
218,25.494792222976685,3,1
64,10.390464544296265,2,1
491,54.65904235839844,4,1
267,42.744141578674316,4,1
191,34.54857540130615,4,1
37,8.544004440307617,1,0
8,4.303342342376709,1,0
15,5.405422210693359,1,0
165,34.13755702972412,4,0
218,39.94215488433838,4,0
110,30.645092487335205,4,0
212,41.570963859558105,4,1
57,18.058443307876587,3,1
205,32.29163360595703,4,1
153,27.319589376449585,4,0
260,38.179532051086426,4,0
128,32.0258092880249,4,0
173,36.29655981063843,4,0
239,31.470058917999268,4,0
120,27.101423263549805,3,0
210,41.261176109313965,4,1
66,18.720115661621094,3,1
195,36.692716121673584,4,1
298,43.07629203796387,4,1
71,18.634836196899414,3,1
169,27.466209650039673,4,1
183,37.376980781555176,4,1
34,12.362359523773193,2,1
189,36.60183095932007,4,1
218,40.97631359100342,4,1
68,8.890987396240234,2,1
190,36.55883836746216,4,1
183,35.08879470825195,4,1
21,9.447032928466797,2,1
164,35.58565664291382,4,1
0,0.0,0,0
0,0.0,0,0
46,8.50507926940918,1,0
0,0.0,0,0
0,0.0,0,0
118,13.447930335998535,1,0
0,0.0,0,0
0,0.0,0,0
109,13.119362831115723,1,0
241,31.815253734588623,4,1
303,36.82171559333801,4,1
369,40.91364026069641,4,1
335,28.893820762634277,4,1
638,63.931434631347656,4,1
502,55.33161926269531,4,1
348,38.305126667022705,4,1
620,62.74906063079834,4,1
505,54.90652561187744,4,1
298,43.57007694244385,4,1
613,49.23983979225159,4,1
490,55.25409507751465,4,1
331,36.38984036445618,4,1
649,64.56658458709717,4,1
497,55.17743110656738,4,1
358,48.28763484954834,4,1
617,61.95496463775635,4,1
499,45.17854046821594,4,1
171,17.28365159034729,3,1
232,33.40047216415405,3,1
215,38.77301359176636,4,1
135,21.011500358581543,2,1
157,13.898690938949585,3,1
189,35.297199726104736,4,1
198,23.50429606437683,3,1
219,29.554338455200195,3,1
215,29.910885095596313,4,1
217,23.94996213912964,3,1
254,36.22509050369263,4,1
239,31.63239598274231,4,1
203,32.48253536224365,3,1
254,25.034255027770996,4,1
237,39.630924224853516,4,1
297,44.96270751953125,4,1
567,48.63992619514465,4,1
369,36.64889907836914,4,1
308,45.73752784729004,4,1
544,49.800639152526855,4,1
341,33.776960372924805,4,1
291,44.40752601623535,4,1
567,49.555349349975586,4,1
357,36.37752366065979,4,1
306,42.17063760757446,4,1
560,50.02157640457153,4,1
370,37.204776763916016,4,1
301,44.669342041015625,4,1
554,49.17336893081665,4,1
370,36.17598557472229,4,1
373,29.631449222564697,4,1
613,62.753737449645996,4,1
507,55.69190311431885,4,1
352,35.627509355545044,4,1
615,62.87582969665527,4,1
504,54.60694122314453,4,1
331,46.25198936462402,4,1
613,48.851238489151,4,1
481,54.21475315093994,4,1
331,46.25198936462402,4,1
613,48.851238489151,4,1
481,54.21475315093994,4,1
290,43.14531707763672,4,1
587,59.64950370788574,4,1
485,54.998674392700195,4,1
459,53.15703773498535,4,1
283,41.87607479095459,4,1
0,0.0,0,1
353,39.57936215400696,4,1
660,65.99093055725098,4,1
499,54.577895164489746,4,1
208,23.336072206497192,3,1
235,28.092745065689087,4,1
238,41.535200119018555,4,1
121,19.35127067565918,2,1
140,8.34053111076355,2,1
158,31.715091705322266,4,1
173,26.44194793701172,3,1
215,28.764256238937378,3,1
235,40.5952262878418,4,1
206,19.416040182113647,3,1
255,37.784976959228516,4,1
259,42.023810386657715,4,1
226,24.179107189178467,3,1
205,32.904882192611694,4,1
240,39.87075424194336,4,1
224,19.92740535736084,2,1
245,35.76213502883911,4,1
255,42.20488929748535,4,1
295,44.034749031066895,4,1
541,47.985095500946045,4,1
352,31.75443196296692,3,1
259,40.478023529052734,4,1
514,44.08262896537781,4,1
338,35.3913848400116,4,1
276,41.691020011901855,4,1
534,57.48898220062256,4,1
344,35.675697803497314,4,1
271,39.590519428253174,4,1
544,44.6590678691864,4,1
342,32.31259727478027,3,1
284,44.08865547180176,4,1
551,49.62681269645691,4,1
383,38.82949209213257,4,1
365,30.63518786430359,4,1
635,63.77566719055176,4,1
477,54.0163688659668,4,1
275,41.750484466552734,4,1
590,60.92321014404297,4,1
484,54.530619621276855,4,1
275,41.750484466552734,4,1
590,60.92321014404297,4,1
484,54.530619621276855,4,1
330,38.461689472198486,4,1
612,48.68224024772644,4,1
504,55.16762065887451,4,1
336,47.5222225189209,4,1
628,51.685389041900635,4,1
468,52.468146324157715,4,1
355,37.46155142784119,4,1
611,62.14334297180176,4,1
482,53.96913242340088,4,1
346,36.26853966712952,4,1
588,48.45413064956665,4,1
486,45.49229097366333,4,1
193,20.726587772369385,3,1
238,35.12134146690369,4,1
243,40.69612789154053,4,1
196,20.655258178710938,3,1
249,27.782625198364258,4,1
266,41.7078914642334,4,1
194,15.398999214172363,2,1
262,40.439218044281006,4,1
238,40.08823776245117,4,1
200,21.360902786254883,3,1
234,35.498274087905884,4,1
255,30.8990261554718,4,1
196,21.930320501327515,3,1
258,40.91627073287964,4,1
248,30.623738527297974,4,1
272,40.636961460113525,4,1
555,49.81013107299805,4,1
343,42.52300262451172,4,1
275,41.0781626701355,4,1
580,50.94988536834717,4,1
342,34.72199463844299,4,1
196,21.930320501327515,3,1
258,40.91627073287964,4,1
248,30.623738527297974,4,1
286,43.640151023864746,4,1
551,47.051682472229004,4,1
368,35.28960037231445,3,1
299,36.83627271652222,4,1
541,46.136587142944336,4,1
332,31.712321758270264,3,1
295,43.29432773590088,4,1
531,44.810949087142944,4,1
368,38.170907974243164,4,1
296,45.24474811553955,4,1
556,48.943602561950684,4,1
364,45.199310302734375,4,1
23,7.341112375259399,2,1
0,0.0,0,1
0,0.0,0,1
114,2.9554388523101807,1,1
187,22.023980617523193,2,1
3,2.9554388523101807,1,1
479,46.189696311950684,4,1
356,48.002817153930664,4,1
379,25.166052103042603,4,1
262,26.828913688659668,3,1
312,38.4584436416626,4,1
398,38.82818055152893,4,1
348,19.752938985824585,3,1
383,31.843738555908203,4,1
408,32.80779719352722,4,1
366,25.302932024002075,4,1
329,30.79763698577881,4,1
227,33.89389991760254,4,1
329,20.99965214729309,4,1
238,28.97353196144104,4,1
484,45.57565379142761,4,1
289,38.56993746757507,4,1
283,38.29027223587036,4,1
314,11.562123537063599,3,1
357,32.28184366226196,4,1
236,40.5157995223999,4,1
352,38.01493191719055,4,1
207,36.41364574432373,4,1
482,43.709567070007324,4,1
246,31.3389675617218,4,1
215,41.68134593963623,4,1
497,46.73129940032959,4,1
241,31.869096040725708,4,1
458,32.607338428497314,4,1
212,32.318394899368286,4,1
395,50.12252712249756,4,1
360,48.490641593933105,4,1
424,43.456732749938965,4,1
327,37.49544715881348,4,1
266,36.314464807510376,4,1
328,37.020018339157104,4,1
232,32.823517084121704,4,1
740,68.29842567443848,4,1
627,47.14887809753418,3,1
228,23.916760444641113,4,1
756,68.88695049285889,4,1
273,15.446171522140503,3,1
770,69.40191459655762,4,1
404,34.56809997558594,4,1
441,35.02185869216919,4,1
439,43.78192710876465,4,1
443,23.079583883285522,3,1
426,35.039854526519775,4,1
310,28.690855264663696,4,1
7,3.971238136291504,1,0
12,4.8446149826049805,1,0
12,2.9554388523101807,1,0
114,29.75402593612671,4,0
211,38.352291107177734,4,0
178,27.962332010269165,4,0
165,31.75022315979004,4,0
172,32.63603973388672,4,0
161,27.5565984249115,4,0
69,15.74232292175293,2,0
214,16.25894331932068,3,0
158,33.400965213775635,4,0
114,29.75402593612671,4,0
211,38.352291107177734,4,0
178,27.962332010269165,4,0
188,37.30719995498657,4,0
147,33.00579833984375,4,0
118,29.300373315811157,4,0
179,36.36998271942139,4,0
154,33.37387466430664,4,0
142,24.138951539993286,3,0
119,24.793673038482666,3,0
103,25.2299861907959,3,0
120,27.725248336791992,4,0
204,31.94997477531433,4,0
142,34.43907594680786,4,0
123,25.149070262908936,3,0
298,45.820425033569336,4,0
191,35.852797508239746,4,0
198,37.951271057128906,4,0
227,42.509334564208984,4,0
209,29.869384765625,3,0
168,36.38234329223633,4,0
125,26.83994460105896,4,0
74,21.491225957870483,4,0
171,35.842352867126465,4,0
143,32.80682611465454,4,0
85,24.88024091720581,4,0
82,12.567371368408203,2,0
170,23.783058166503906,4,0
167,32.0368766784668,4,0
217,39.18173408508301,4,0
96,25.24237823486328,4,0
185,37.23228454589844,4,0
92,23.44426727294922,4,0
173,34.305607318878174,4,0
208,39.029884338378906,4,0
157,33.61311435699463,4,0
140,29.03846836090088,3,0
210,26.37049174308777,4,0
145,29.891422033309937,4,0
72,19.691699504852295,3,0
93,21.91683340072632,3,0
146,29.71313977241516,4,0
204,31.67978024482727,4,0
248,33.35504865646362,4,0
227,41.34962558746338,4,0
123,28.25841450691223,4,0
110,27.478530406951904,4,0
299,42.408923625946045,4,0
127,27.794160842895508,3,0
95,22.942404747009277,3,0
96,25.463079929351807,4,0
228,27.462698221206665,4,0
152,20.644800901412964,3,0
179,33.770827293395996,4,0
161,27.860567569732666,4,0
187,35.80573511123657,4,0
126,24.647552013397217,3,0
171,34.93065595626831,4,0
278,37.54506254196167,4,0
176,37.548771381378174,4,0
235,41.787339210510254,4,0
168,29.979219436645508,3,0
109,24.472346544265747,4,0
206,36.144230365753174,4,0
172,30.270605325698853,4,0
106,26.82929039001465,4,0
136,30.71388554573059,4,0
204,32.68639397621155,4,0
201,34.042577028274536,4,0
160,32.47428631782532,4,0
147,28.33840847015381,3,0
159,31.976013660430908,4,0
172,37.46513652801514,4,0
108,22.505263328552246,3,0
178,35.17818546295166,4,0
118,32.227739334106445,4,0
22,9.781650066375732,2,0
47,16.295837879180908,3,0
31,11.099259376525879,2,0
254,35.84748101234436,4,0
156,30.762437343597412,4,0
63,10.894574880599976,2,0
164,29.768498182296753,4,0
152,33.15545177459717,4,0
3,2.9554388523101807,1,0
8,4.303342342376709,1,0
0,0.0,0,0
131,31.025096893310547,4,0
26,9.781974792480469,2,0
16,5.515748977661133,1,0
59,18.500316619873047,3,0
219,39.41692781448364,4,0
102,26.604225873947144,4,0
32,11.180062770843506,2,0
35,7.675804138183594,1,0
6,5.910877704620361,2,0
218,28.663155555725098,3,0
39,9.056869506835938,1,0
8,4.303342342376709,1,0
114,29.671863555908203,4,0
188,26.865039110183716,4,0
184,37.438814640045166,4,0
218,28.663155555725098,3,0
39,9.056869506835938,1,0
8,4.303342342376709,1,0
276,33.01504325866699,4,0
23,9.452540397644043,2,0
235,31.285432815551758,4,0
308,43.27425241470337,4,0
212,37.66554546356201,4,0
214,39.53616762161255,4,0
0,0.0,0,0
405,48.88767433166504,4,0
320,45.35603427886963,4,0
165,22.853346347808838,3,0
216,34.85380291938782,4,0
93,24.372570753097534,4,0
104,15.358589172363281,3,0
175,35.21868848800659,4,0
244,31.990362405776978,4,0
247,33.985058546066284,4,0
192,28.088402032852173,4,0
178,36.17962598800659,4,0
157,33.06783485412598,4,0
332,46.342705726623535,4,0
194,36.20931959152222,4,0
160,26.252894401550293,3,0
143,32.36085796356201,4,0
196,26.119333267211914,4,0
104,28.135815382003784,4,0
212,32.55027103424072,3,0
77,23.858392477035522,4,0
101,26.971192836761475,4,0
23,9.50786018371582,2,0
183,17.196069955825806,3,0
18,6.261081218719482,1,0
48,12.533331871032715,2,0
27,10.155443668365479,2,0
102,26.183560848236084,4,0
33,10.590702533721924,2,0
151,23.72660732269287,3,0
151,34.62783622741699,4,0
81,21.61847496032715,3,0
30,10.590702533721924,2,0
24,7.353853225708008,1,0
114,25.385122537612915,4,0
83,21.2693772315979,3,0
116,25.31146550178528,4,0
86,21.849271774291992,3,0
54,14.873907804489136,4,0
20,8.846836566925049,2,0
141,30.510409832000732,4,0
268,42.09576988220215,4,0
42,18.356109857559204,4,0
10,6.926676988601685,2,0
36,16.105355262756348,4,0
118,29.107073307037354,4,0
0,0.0,0,0
38,11.697469234466553,2,0
249,38.56536054611206,4,0
85,22.485748291015625,3,0
86,23.206897258758545,4,0
81,23.58139944076538,4,0
258,42.73765563964844,4,0
170,23.889347314834595,4,0
147,30.79208469390869,4,0
79,19.10994243621826,3,0
141,31.956337928771973,4,0
19,8.394636392593384,2,0
8,4.303342342376709,1,0
172,37.29470157623291,4,0
120,29.407798767089844,4,1
280,27.777738571166992,3,1
102,26.847696542739868,4,1
101,25.70215392112732,4,1
273,26.373658180236816,3,1
109,27.54408359527588,4,1
120,29.342644691467285,4,1
333,38.212400674819946,4,1
130,26.123216152191162,3,1
9,6.45908784866333,2,0
107,28.45250654220581,4,0
37,9.988273620605469,2,0
28,10.171040058135986,2,0
14,5.1918840408325195,1,0
48,13.43745231628418,2,0
55,13.712008476257324,2,0
27,12.952783346176147,3,0
30,10.691931009292603,2,0
151,25.74651789665222,4,0
44,9.432257652282715,1,0
25,7.704582214355469,1,0
45,15.560710430145264,3,0
120,23.91118812561035,3,0
36,14.601627349853516,3,0
105,28.034066438674927,4,0
112,24.22849464416504,3,0
36,10.922122478485107,2,0
188,26.980721473693848,3,0
26,10.286180019378662,2,0
203,24.50729513168335,2,0
77,17.635766983032227,2,0
0,0.0,0,0
43,12.768244504928589,3,0
20,11.009897232055664,3,0
22,4.8446149826049805,1,0
187,22.055604457855225,2,0
163,34.53275537490845,4,0
180,35.64297008514404,4,0
145,23.642056703567505,4,0
37,15.265698432922363,3,0
22,7.071067810058594,1,0
56,13.102236986160278,2,0
84,25.298746585845947,4,0
121,16.239359855651855,3,0
49,14.493945121765137,2,0
102,21.98158550262451,3,0
58,15.171740531921387,2,0
7,4.0,1,0
41,11.284917116165161,2,0
73,19.29550838470459,3,0
17,8.252245664596558,2,0
196,24.47449254989624,4,0
0,0.0,0,0
0,0.0,0,0
173,22.10231590270996,2,0
36,8.844221115112305,1,0
71,16.792320728302002,2,0
92,25.92405939102173,4,0
0,0.0,0,0
14,5.1918840408325195,1,0
50,12.834510087966919,2,0
60,19.093418836593628,3,0
15,7.800053834915161,2,0
50,13.192490100860596,2,0
26,10.243885040283203,2,0
5,3.6131675243377686,1,0
53,16.81710958480835,3,0
75,20.46470546722412,3,0
121,29.155245304107666,4,0
106,27.325133323669434,4,0
124,26.339389324188232,3,0
80,20.82120394706726,4,0
31,10.856762409210205,2,0
10,4.610671520233154,1,0
51,14.633921146392822,2,0
266,33.689335107803345,4,0
217,39.79451656341553,4,0
163,34.06578063964844,4,0
35,10.169859886169434,2,0
312,46.16040229797363,4,0
219,39.9917106628418,4,0
14,5.517000198364258,1,0
222,40.74344825744629,4,0
209,28.465609312057495,4,0
281,43.242950439453125,4,0
209,33.97978734970093,4,0
236,40.32420063018799,4,0
291,44.564693450927734,4,0
163,25.61291742324829,4,0
128,30.579031467437744,4,0
291,44.564693450927734,4,0
163,25.61291742324829,4,0
128,30.579031467437744,4,0
156,21.736827850341797,2,0
194,23.376291275024414,3,0
264,35.028220415115356,4,0
199,38.61431550979614,4,0
133,30.363443851470947,4,0
156,33.56472826004028,4,0
92,20.61168622970581,3,0
241,40.68038272857666,4,0
245,40.747782707214355,4,0
256,42.14732074737549,4,0
184,38.01487970352173,4,0
233,22.32674217224121,2,0
82,17.95669174194336,2,0
304,27.936174154281616,4,0
218,37.703704833984375,4,0
152,28.044246912002563,4,0
193,22.444582223892212,4,0
79,21.018571853637695,3,0
28,10.181773900985718,3,0
271,42.028682708740234,4,0
226,39.38802719116211,4,0
216,40.15993404388428,4,0
385,39.562689781188965,3,0
170,33.658602714538574,4,0
189,35.42803645133972,4,0
129,29.936272382736206,4,0
84,20.622324466705322,3,0
189,35.42803645133972,4,0
129,29.936272382736206,4,0
84,20.622324466705322,3,0
124,29.281702518463135,4,0
134,30.371181964874268,4,0
129,30.569387435913086,4,0
127,25.900754928588867,3,0
95,21.2598237991333,4,0
101,23.285860538482666,3,0
34,8.336112022399902,1,0
88,24.435552835464478,4,0
75,17.161568641662598,2,0
36,15.1132173538208,3,0
62,21.747491121292114,4,0
44,15.703105926513672,3,0
105,25.78244686126709,4,0
8,4.303342342376709,1,0
19,5.973306655883789,1,0
86,24.035863399505615,4,0
0,0.0,0,0
22,6.451821804046631,1,0
72,22.224106550216675,4,0
14,5.1918840408325195,1,0
36,12.382195949554443,2,0
39,15.536214590072632,3,0
67,17.168432235717773,2,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
99,13.000336647033691,1,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
188,21.54509401321411,3,0
0,0.0,0,0
3,2.9554388523101807,1,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
7,3.7146711349487305,1,0
0,0.0,0,0
5,3.6131675243377686,1,0
0,0.0,0,0
13,7.566110372543335,2,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
48,10.075947761535645,1,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
105,26.289835929870605,3,0
121,29.71766996383667,4,0
45,5.910877704620361,2,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
5,3.6131675243377686,1,0
8,4.303342342376709,1,0
5,3.6131675243377686,1,0
11,4.838462829589844,1,0
15,3.6345863342285156,1,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
117,26.291587352752686,3,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
32,8.274580478668213,2,0
19,8.394636392593384,2,0
45,9.01380443572998,1,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
184,26.285266160964966,4,0
16,5.910877704620361,2,0
3,2.9554388523101807,1,0
0,0.0,0,0
27,7.5844056606292725,2,0
26,10.648874759674072,2,0
95,23.70585060119629,3,0
62,16.09531307220459,3,0
0,0.0,0,0
40,14.964495182037354,3,0
58,3.6345863342285156,1,0
20,9.423579454421997,2,0
0,0.0,0,0
3,2.9554388523101807,1,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
11,4.692133903503418,1,0
5,3.6131675243377686,1,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
13,4.890987396240234,1,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
50,8.723405838012695,1,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
0,0.0,0,0
101,26.55932116508484,4,0
11,7.25878119468689,2,0
16,8.451630353927612,2,0
112,28.4502534866333,4,0
75,23.448715686798096,4,0
81,13.1149320602417,2,0
30,11.105242729187012,2,0
21,11.727488040924072,3,0
160,33.870620250701904,4,0
113,25.845059394836426,3,0
32,13.143672227859497,3,0
23,9.32126784324646,2,0
7,3.971238136291504,1,0
0,0.0,0,0
38,12.026954174041748,2,0
0,0.0,0,0
8,4.002221584320068,1,0
3,2.9554388523101807,1,0
60,18.33942747116089,3,0
102,20.2537841796875,2,0
23,9.536748886108398,2,0
92,21.935741424560547,3,0
71,20.445824146270752,3,0
22,9.290857315063477,2,0
105,21.337679624557495,4,0
110,25.2950496673584,3,0
93,23.59720253944397,4,0
92,21.935741424560547,3,0
71,20.445824146270752,3,0
22,9.290857315063477,2,0
95,22.76804828643799,3,0
101,16.95643186569214,4,0
103,23.816660404205322,3,0
46,12.580205202102661,2,0
11,7.25878119468689,2,0
17,8.195782899856567,2,0
3,2.9554388523101807,1,0
10,4.341928958892822,1,0
0,0.0,0,0
38,15.040373802185059,3,0
102,27.620422840118408,4,0
103,26.474955320358276,4,0
34,10.97296142578125,2,0
74,20.090505599975586,3,0
110,27.289166927337646,4,0
12,4.7856550216674805,1,0
24,6.419653415679932,1,0
49,16.381672143936157,3,0
62,21.584132432937622,4,0
18,8.838462829589844,2,0
0,0.0,0,0
132,30.011157751083374,4,0
52,13.673717498779297,2,0
26,7.485048770904541,1,0
141,31.65294647216797,4,0
12,7.6131675243377686,2,0
64,18.739076137542725,3,0
36,11.491069555282593,2,0
96,25.836971521377563,4,0
62,15.139720439910889,2,0
3,2.9554388523101807,1,0
33,8.161401748657227,1,0
0,0.0,0,0
136,34.1139931678772,4,0
10,4.610671520233154,1,0
62,18.504307746887207,3,0
96,19.026997566223145,2,0
94,19.233814239501953,2,0
39,8.351072311401367,1,0
82,15.059937953948975,2,0
0,0.0,0,0
30,15.088054656982422,4,0
0,0.0,0,0
94,22.96427345275879,3,0
48,10.582351207733154,2,0
10,4.610671520233154,1,0
11,7.116816520690918,2,0
57,13.807121276855469,2,0
58,18.904709339141846,3,0
96,9.781650066375732,2,0
17,8.1473228931427,2,0
32,9.128916501998901,2,0
74,20.472055435180664,3,0
0,0.0,0,0
51,12.871245861053467,2,0
84,22.400707721710205,3,0
24,9.688507080078125,2,0
21,14.043493509292603,4,0
142,32.65125226974487,4,0
78,20.578954935073853,3,0
21,6.496578693389893,1,0
100,27.824652194976807,4,0
73,20.94946265220642,3,0
17,8.342111825942993,2,0
39,13.206949234008789,2,0
207,20.797812461853027,2,0
222,33.6707181930542,4,1
271,37.191410064697266,4,1
162,34.04573965072632,4,1
184,36.21358251571655,4,1
238,37.50726342201233,4,1
155,34.34439277648926,4,1
360,48.46898174285889,4,1
164,28.128803968429565,4,1
302,45.003292083740234,4,1
154,31.882410526275635,4,1
384,48.34401893615723,4,1
140,31.93285846710205,4,1
178,33.4021692276001,4,1
156,33.13173055648804,4,1
224,38.8648567199707,4,1
214,32.49969792366028,4,1
123,30.308107376098633,4,1
359,46.98491382598877,4,1
327,29.23701810836792,4,1
279,22.677469730377197,4,1
258,35.63101148605347,4,1
373,48.33394813537598,4,1
257,30.395504236221313,4,1
197,34.098044872283936,4,1
293,27.535014390945435,4,1
308,35.27520942687988,4,1
328,46.92408275604248,4,1
155,29.39486598968506,3,1
204,38.40393829345703,4,1
316,45.04694938659668,4,1
279,40.01788544654846,4,1
264,31.67583441734314,4,1
302,36.37683081626892,4,1
255,38.529303550720215,4,1
166,35.94922685623169,4,1
272,43.36948013305664,4,1
323,37.20104265213013,4,1
339,37.00971055030823,4,1
235,33.47721552848816,4,1
350,48.61851406097412,4,1
307,34.75740027427673,4,1
283,43.56521701812744,4,1
202,28.179186582565308,4,1
633,62.67258930206299,4,1
318,45.797367095947266,4,1
198,35.90042543411255,4,0
477,48.27676320075989,4,1
303,36.533007860183716,4,1
712,67.1447525024414,4,1
323,32.284966230392456,4,1
219,24.355404138565063,3,1
275,29.085480213165283,4,1
409,32.558632135391235,4,1
348,46.48710823059082,4,1
268,41.55679512023926,4,1
411,32.65517473220825,4,1
185,26.30726146697998,3,1
202,38.44169807434082,4,1
255,30.19206929206848,4,1
327,37.96163582801819,4,1
148,32.81977081298828,4,1
309,38.29623579978943,4,1
357,29.34876537322998,4,1
258,30.068902015686035,4,1
361,24.903475284576416,4,1
386,41.27766036987305,4,1
240,39.91530132293701,4,1
519,39.976481676101685,4,1
321,44.98855638504028,4,1
126,25.534207344055176,3,1
419,41.69118595123291,4,1
450,53.43446350097656,4,1
464,45.43480682373047,4,0
495,33.64232659339905,4,1
340,36.92695927619934,4,1
361,48.10366439819336,4,1
532,49.146488428115845,4,1
231,38.04106378555298,4,1
223,40.757859230041504,4,1
277,36.17221546173096,3,1
141,28.00001573562622,4,1
233,28.50527262687683,4,1
248,40.0532112121582,4,1
236,40.55781078338623,4,1
367,50.204702377319336,4,1
621,63.03067588806152,4,1
495,54.746849060058594,4,1
307,45.22610569000244,4,1
555,49.40931415557861,4,1
364,36.566089391708374,4,1
373,39.100725412368774,4,1
186,35.95087671279907,4,1
309,37.17848229408264,4,1
351,46.85480308532715,4,1
199,36.34594011306763,4,1
262,35.349411487579346,4,1
378,48.76422595977783,4,1
154,33.26935529708862,4,1
315,31.80308198928833,4,1
114,25.748926162719727,3,1
79,24.539155960083008,4,1
202,37.53702735900879,4,1
116,29.443329334259033,4,1
121,28.72511386871338,4,1
210,36.39283728599548,4,1
86,20.813352584838867,3,1
156,29.680214405059814,4,1
195,27.65956950187683,4,1
84,25.412821769714355,4,1
41,14.520536661148071,3,1
215,22.56364393234253,3,1
53,18.04519748687744,3,1
219,28.20911407470703,4,1
276,41.588072776794434,4,1
315,35.22706961631775,4,1
76,20.18168592453003,3,1
148,30.424691677093506,4,1
186,38.58488082885742,4,1
54,14.208168983459473,2,1
196,36.56952667236328,4,1
37,11.35318112373352,2,1
17,5.430521011352539,1,1
264,40.80532932281494,4,1
320,31.743921995162964,4,1
109,29.490642070770264,4,1
280,38.59503889083862,4,1
